a,b,c,d,r1,r2,
565, 899, -896.0, 2833161.0, 0.694, -2.285,
-251, 884, 36.0, 817600.0, -0.04, 3.562,
-506, -43, 809.0, 1639265.0, -1.308, 1.223,
783, -587, -239.0, 1093117.0, 1.042, -0.293,
422, 722, -221.0, 894332.0, 0.265, -1.976,
806, 491, -844.0, 2962137.0, 0.763, -1.372,
159, -197, -799.0, 546973.0, 2.945, -1.706,
-871, -836, 289.0, 1705772.0, -1.23, 0.27,
199, 798, 542.0, 205372.0, -0.866, -3.144,
4, -735, -770.0, 552545.0, 184.792, -1.042,
26, -140, -881.0, 111224.0, 9.106, -3.721,
23, -166, -941.0, 114128.0, 10.953, -3.735,
-579, -188, 251.0, 616660.0, -0.84, 0.516,
-76, -955, 675.0, 1117225.0, -13.237, 0.671,
827, 226, -59.0, 246248.0, 0.163, -0.437,
-39, -422, 201.0, 209440.0, -11.278, 0.457,
-942, 359, 796.0, 3128209.0, -0.748, 1.129,
628, -837, -674.0, 2393657.0, 1.898, -0.565,
402, -177, -963.0, 1579833.0, 1.783, -1.343,
755, -852, -226.0, 1408424.0, 1.35, -0.222,
466, 962, -312.0, 1507012.0, 0.285, -2.349,
-218, -10, 377.0, 328844.0, -1.338, 1.292,
-964, -703, -104.0, 93185.0, -0.523, -0.206,
730, -878, -161.0, 1241004.0, 1.364, -0.162,
511, 899, -745.0, 2330981.0, 0.614, -2.374,
-58, -972, -230.0, 891424.0, -16.519, -0.24,
469, -950, -120.0, 1127620.0, 2.145, -0.119,
-36, -308, 775.0, 206464.0, -10.589, 2.033,
45, -537, -849.0, 441189.0, 13.347, -1.414,
381, 101, -629.0, 968797.0, 1.159, -1.424,
317, -955, 563.0, 198141.0, 2.208, 0.804,
-223, -234, 474.0, 477564.0, -2.074, 1.025,
-798, -308, 387.0, 1330168.0, -0.916, 0.53,
-74, -849, -841.0, 471865.0, -10.378, -1.095,
-481, 168, 973.0, 1900276.0, -1.258, 1.608,
437, 226, -97.0, 220632.0, 0.279, -0.796,
95, 23, -124.0, 47649.0, 1.028, -1.27,
312, -118, -188.0, 248548.0, 0.988, -0.61,
-17, 31, 397.0, 27957.0, -4.006, 5.83,
431, -712, -885.0, 2032684.0, 2.48, -0.828,
420, 514, -761.0, 1542676.0, 0.867, -2.091,
-656, 877, 449.0, 1947305.0, -0.395, 1.732,
-624, 825, 614.0, 2213169.0, -0.531, 1.853,
263, 87, -848.0, 899665.0, 1.638, -1.969,
130, 357, 66.0, 93129.0, -0.199, -2.547,
384, 411, -280.0, 599001.0, 0.473, -1.543,
-619, -56, 352.0, 874688.0, -0.801, 0.71,
-932, 679, 406.0, 1974609.0, -0.39, 1.118,
392, 592, -649.0, 1368096.0, 0.737, -2.247,
-559, 786, -261.0, 34200.0, 0.538, 0.868,
669, 161, -659.0, 1789405.0, 0.879, -1.12,
-161, 49, 503.0, 326333.0, -1.622, 1.926,
-11, 671, 527.0, 473429.0, -0.776, 61.776,
599, 491, -513.0, 1470229.0, 0.602, -1.422,
-927, -112, 965.0, 3590764.0, -1.082, 0.962,
357, 768, -517.0, 1328100.0, 0.538, -2.69,
621, -189, -619.0, 1573317.0, 1.162, -0.858,
230, -933, 286.0, 607369.0, 3.722, 0.334,
-422, -549, -12.0, 281145.0, -1.279, -0.022,
196, -169, -435.0, 369601.0, 1.982, -1.12,
54, -613, 75.0, 359569.0, 11.228, 0.124,
906, -740, -554.0, 2555296.0, 1.291, -0.474,
-259, -276, 578.0, 674984.0, -2.119, 1.053,
-112, -417, 423.0, 363393.0, -4.553, 0.83,
-368, 837, 297.0, 1137753.0, -0.312, 2.586,
544, -70, -767.0, 1673892.0, 1.253, -1.125,
-452, 365, 432.0, 914281.0, -0.654, 1.461,
-504, 281, 561.0, 1209937.0, -0.812, 1.37,
152, -958, -341.0, 1125092.0, 6.64, -0.338,
-10, 280, -607.0, 54120.0, 2.368, 25.632,
-467, -241, 979.0, 1886853.0, -1.729, 1.213,
164, -730, -782.0, 1045892.0, 5.344, -0.892,
584, -875, -190.0, 1209465.0, 1.691, -0.192,
-128, -825, -871.0, 234673.0, -5.115, -1.33,
961, -896, -64.0, 1048832.0, 0.999, -0.067,
41, 388, 379.0, 88388.0, -1.106, -8.357,
199, 680, -134.0, 569064.0, 0.187, -3.604,
-422, -748, 587.0, 1550360.0, -2.362, 0.589,
847, 651, -635.0, 2575181.0, 0.563, -1.332,
364, -749, -787.0, 1706873.0, 2.823, -0.766,
95, 987, 907.0, 629509.0, -1.019, -9.371,
334, 813, -770.0, 1689689.0, 0.729, -3.163,
632, 85, -298.0, 760569.0, 0.623, -0.757,
26, 968, 204.0, 915808.0, -0.212, -37.019,
-928, 930, 656.0, 3299972.0, -0.478, 1.48,
165, -895, -584.0, 1186465.0, 6.013, -0.589,
-679, -75, 22.0, 65377.0, -0.244, 0.133,
-200, 402, 714.0, 732804.0, -1.135, 3.145,
583, 650, -132.0, 730324.0, 0.175, -1.29,
-732, -915, 901.0, 3475353.0, -1.898, 0.648,
115, -883, -832.0, 1162409.0, 8.527, -0.848,
-169, -859, -65.0, 693941.0, -5.006, -0.077,
599, 673, -192.0, 912961.0, 0.236, -1.359,
58, -861, 463.0, 633905.0, 14.286, 0.559,
-634, 146, 970.0, 2481236.0, -1.127, 1.357,
240, 270, -736.0, 779460.0, 1.277, -2.402,
346, 436, -328.0, 644048.0, 0.53, -1.79,
-239, 873, 56.0, 815665.0, -0.063, 3.716,
-910, 49, 135.0, 493801.0, -0.359, 0.413,
176, 490, -463.0, 566052.0, 0.745, -3.529,
-50, 653, -837.0, 259009.0, 1.441, 11.619,
652, -654, -119.0, 738068.0, 1.16, -0.157,
-383, 716, 224.0, 855824.0, -0.273, 2.142,
250, 586, -33.0, 376396.0, 0.055, -2.399,
-895, 520, 707.0, 2801460.0, -0.645, 1.226,
-30, -551, 760.0, 394801.0, -19.656, 1.289,
738, -870, -181.0, 1291212.0, 1.359, -0.18,
-286, -27, 702.0, 803817.0, -1.615, 1.52,
261, -551, -982.0, 1328809.0, 3.264, -1.153,
-653, 247, 972.0, 2599873.0, -1.045, 1.424,
612, 354, -549.0, 1469268.0, 0.701, -1.28,
151, 592, -198.0, 470056.0, 0.31, -4.23,
-606, 250, 976.0, 2428324.0, -1.079, 1.492,
362, -346, -851.0, 1351964.0, 2.084, -1.128,
493, -811, -479.0, 1602309.0, 2.106, -0.461,
-963, -516, 97.0, 639900.0, -0.683, 0.147,
665, -565, 28.0, 244745.0, 0.797, 0.053,
343, -13, -127.0, 174413.0, 0.628, -0.59,
696, 301, -660.0, 1928041.0, 0.781, -1.214,
4, -996, -151.0, 994432.0, 249.152, -0.152,
423, 358, -60.0, 229684.0, 0.143, -0.99,
87, 939, 284.0, 782889.0, -0.311, -10.482,
-161, -371, -52.0, 104153.0, -2.154, -0.15,
926, -688, -867.0, 3684712.0, 1.408, -0.665,
-652, -537, 357.0, 1219425.0, -1.259, 0.435,
-175, -704, 336.0, 730816.0, -4.454, 0.431,
388, 472, -998.0, 1771680.0, 1.107, -2.324,
-792, 729, 671.0, 2657169.0, -0.569, 1.489,
780, -194, -895.0, 2830036.0, 1.203, -0.954,
507, 780, 80.0, 446160.0, -0.111, -1.428,
688, 722, 86.0, 284612.0, -0.137, -0.912,
-379, 780, 951.0, 2050116.0, -0.86, 2.918,
-295, 243, 394.0, 523969.0, -0.815, 1.639,
-981, 292, 634.0, 2573080.0, -0.669, 0.966,
-149, 758, -795.0, 100744.0, 1.479, 3.609,
916, 224, -903.0, 3358768.0, 0.878, -1.123,
26, -40, -332.0, 36128.0, 4.424, -2.886,
-844, 599, 625.0, 2468801.0, -0.576, 1.286,
-25, 813, -302.0, 630769.0, 0.376, 32.144,
-332, 786, -187.0, 369460.0, 0.268, 2.099,
-307, 265, 445.0, 616685.0, -0.847, 1.711,
-701, -968, -153.0, 508012.0, -1.199, -0.182,
-80, -851, -264.0, 639721.0, -10.318, -0.32,
-371, -760, 962.0, 2005208.0, -2.933, 0.884,
-136, -53, 244.0, 135545.0, -1.548, 1.159,
-518, -22, 340.0, 704964.0, -0.832, 0.789,
507, 74, -866.0, 1761724.0, 1.236, -1.382,
613, 27, -431.0, 1057541.0, 0.817, -0.861,
-271, 97, 465.0, 513469.0, -1.143, 1.501,
483, -452, -585.0, 1334524.0, 1.664, -0.728,
-848, 170, 961.0, 3288612.0, -0.969, 1.169,
-97, -510, 446.0, 433148.0, -6.021, 0.764,
796, 216, -104.0, 377792.0, 0.25, -0.522,
-828, -166, 277.0, 944980.0, -0.687, 0.487,
-258, -494, 662.0, 927220.0, -2.823, 0.909,
-175, 837, 766.0, 1236769.0, -0.786, 5.569,
743, -965, -100.0, 1228425.0, 1.395, -0.096,
138, 839, -11.0, 709993.0, 0.013, -6.093,
-651, -769, 523.0, 1953253.0, -1.664, 0.483,
991, 204, -285.0, 1171356.0, 0.443, -0.649,
66, -538, 260.0, 220804.0, 7.636, 0.516,
-676, -822, 266.0, 1394948.0, -1.482, 0.266,
-525, -344, 519.0, 1208236.0, -1.374, 0.719,
-981, -842, -57.0, 485296.0, -0.784, -0.074,
-331, 596, 891.0, 1534900.0, -0.971, 2.772,
42, -325, 322.0, 51529.0, 6.571, 1.167,
849, 829, -647.0, 2884453.0, 0.512, -1.488,
-214, 937, 615.0, 1404409.0, -0.58, 4.958,
-7, -822, 16.0, 676132.0, -117.448, 0.019,
352, 984, -996.0, 2370624.0, 0.789, -3.585,
156, 831, 196.0, 568257.0, -0.247, -5.08,
324, 830, 305.0, 293620.0, -0.445, -2.117,
-344, -413, -56.0, 93513.0, -1.045, -0.156,
40, -230, 278.0, 8420.0, 4.022, 1.728,
224, -872, -111.0, 859840.0, 4.016, -0.123,
64, 311, -327.0, 180433.0, 0.889, -5.748,
-633, -662, 559.0, 1853632.0, -1.598, 0.553,
421, -912, -315.0, 1362204.0, 2.469, -0.303,
705, -841, -578.0, 2337241.0, 1.681, -0.488,
1, 22, -508.0, 2516.0, 14.08, -36.08,
-641, -261, 639.0, 1706517.0, -1.223, 0.815,
-183, -537, -383.0, 8013.0, -1.712, -1.223,
-579, 91, 498.0, 1161649.0, -0.852, 1.009,
-815, -857, 361.0, 1911309.0, -1.374, 0.322,
-872, 748, 944.0, 3852176.0, -0.697, 1.554,
-616, 809, -12.0, 624913.0, 0.015, 1.298,
-88, -108, 512.0, 191888.0, -3.103, 1.875,
-105, -394, 921.0, 542056.0, -5.382, 1.63,
771, -14, -642.0, 1980124.0, 0.922, -0.903,
816, -858, -414.0, 2087460.0, 1.411, -0.36,
-680, -824, -232.0, 47936.0, -0.767, -0.445,
-28, 48, 512.0, 59648.0, -3.504, 5.218,
-979, 385, 723.0, 2979493.0, -0.685, 1.078,
81, 719, -75.0, 541261.0, 0.103, -8.98,
207, 972, 177.0, 798228.0, -0.19, -4.506,
502, 532, -127.0, 538040.0, 0.201, -1.26,
322, 442, -586.0, 950132.0, 0.827, -2.2,
248, -962, -687.0, 1606948.0, 4.495, -0.616,
483, -612, -757.0, 1837068.0, 2.037, -0.77,
6, -844, 343.0, 704104.0, 140.259, 0.408,
-776, 642, 272.0, 1256452.0, -0.309, 1.136,
-146, -158, 444.0, 284260.0, -2.367, 1.285,
704, -320, -197.0, 657152.0, 0.803, -0.348,
113, -446, -624.0, 480964.0, 5.042, -1.095,
-947, -41, 677.0, 2566157.0, -0.867, 0.824,
-85, 876, 295.0, 867676.0, -0.326, 10.632,
50, 885, 258.0, 731625.0, -0.296, -17.404,
80, -150, -208.0, 89060.0, 2.803, -0.928,
413, -185, -260.0, 463745.0, 1.048, -0.6,
-238, 654, -266.0, 174484.0, 0.496, 2.251,
341, 227, -209.0, 336605.0, 0.518, -1.184,
-470, 667, 0.0, 444889.0, -0.0, 1.419,
-254, -360, 669.0, 809304.0, -2.48, 1.062,
606, -28, -789.0, 1913320.0, 1.164, -1.118,
-684, 945, 250.0, 1577025.0, -0.227, 1.609,
-865, -332, 710.0, 2566824.0, -1.118, 0.734,
-931, 481, 2.0, 238809.0, -0.004, 0.521,
37, -287, 301.0, 37821.0, 6.506, 1.25,
-819, 153, 577.0, 1913661.0, -0.751, 0.938,
814, 841, -806.0, 3331617.0, 0.605, -1.638,
118, 716, 379.0, 333768.0, -0.586, -5.482,
-685, -395, 878.0, 2561745.0, -1.457, 0.88,
-217, -176, 149.0, 160308.0, -1.328, 0.517,
596, -551, 94.0, 79505.0, 0.699, 0.226,
770, 713, -192.0, 1099729.0, 0.218, -1.144,
704, -264, -343.0, 1035584.0, 0.91, -0.535,
458, -765, 0.0, 585225.0, 1.67, 0.0,
408, 863, -217.0, 1098913.0, 0.227, -2.342,
95, -541, -500.0, 482681.0, 6.504, -0.809,
-254, 7, 378.0, 384097.0, -1.206, 1.234,
328, 709, -194.0, 757209.0, 0.246, -2.407,
-863, -318, 167.0, 677608.0, -0.661, 0.293,
-721, 989, -167.0, 496493.0, 0.197, 1.174,
745, 947, -967.0, 3778469.0, 0.669, -1.94,
-299, 859, -245.0, 444861.0, 0.321, 2.552,
781, -372, -455.0, 1559804.0, 1.038, -0.561,
85, 993, 495.0, 817749.0, -0.522, -11.161,
-60, 668, -845.0, 243424.0, 1.455, 9.678,
990, 946, 175.0, 201916.0, -0.251, -0.705,
-109, 796, -754.0, 304872.0, 1.119, 6.184,
-607, 628, -94.0, 166152.0, 0.182, 0.853,
-79, 389, -299.0, 56837.0, 0.953, 3.971,
435, -718, 173.0, 214504.0, 1.358, 0.293,
-36, 877, 348.0, 819241.0, -0.391, 24.752,
689, -940, -440.0, 2096240.0, 1.733, -0.369,
110, -430, -478.0, 395220.0, 4.812, -0.903,
-687, -579, 337.0, 1261317.0, -1.239, 0.396,
138, 653, 588.0, 101833.0, -1.21, -3.522,
-555, 13, 208.0, 461929.0, -0.601, 0.624,
822, 960, -207.0, 1602216.0, 0.186, -1.354,
12, -964, -651.0, 960544.0, 81.003, -0.67,
609, 481, -406.0, 1220377.0, 0.512, -1.302,
-818, -422, -52.0, 7940.0, -0.312, -0.203,
-442, -390, 923.0, 1783964.0, -1.952, 1.07,
443, -606, -18.0, 399132.0, 1.397, -0.029,
-694, 0, 474.0, 1315824.0, -0.826, 0.826,
249, -167, -544.0, 569713.0, 1.851, -1.18,
-433, 799, 587.0, 1655085.0, -0.563, 2.408,
516, -966, -720.0, 2419236.0, 2.443, -0.571,
-664, -257, 118.0, 379457.0, -0.657, 0.27,
-252, 819, 870.0, 1547721.0, -0.843, 4.093,
97, -73, -614.0, 243561.0, 2.92, -2.168,
-179, 958, -305.0, 699384.0, 0.34, 5.012,
369, 886, -288.0, 1210084.0, 0.29, -2.691,
-118, 752, -797.0, 189320.0, 1.343, 5.03,
324, 424, -616.0, 978112.0, 0.872, -2.181,
-644, -402, 117.0, 462996.0, -0.84, 0.216,
383, 78, -690.0, 1063164.0, 1.244, -1.448,
-993, -683, 441.0, 2218141.0, -1.094, 0.406,
425, 851, -822.0, 2121601.0, 0.712, -2.715,
-548, 443, 516.0, 1327321.0, -0.647, 1.455,
389, 670, -939.0, 1909984.0, 0.915, -2.638,
-971, -462, 601.0, 2547728.0, -1.06, 0.584,
-384, 849, 843.0, 2015649.0, -0.743, 2.954,
311, -545, 177.0, 76837.0, 1.322, 0.431,
-43, 829, -408.0, 617065.0, 0.505, 18.774,
968, -133, -812.0, 3161753.0, 0.987, -0.85,
56, 416, 104.0, 149760.0, -0.259, -7.17,
-1, -318, 844.0, 104500.0, -320.632, 2.632,
444, -636, 153.0, 132768.0, 1.127, 0.306,
274, -640, 152.0, 243008.0, 2.067, 0.268,
-996, 356, 507.0, 2146624.0, -0.557, 0.914,
-500, -758, 687.0, 1948564.0, -2.154, 0.638,
125, 950, -192.0, 998500.0, 0.197, -7.797,
-4, 415, 869.0, 186129.0, -2.053, 105.803,
410, -302, -899.0, 1565564.0, 1.894, -1.158,
815, -888, -459.0, 2284884.0, 1.472, -0.383,
-134, 525, -119.0, 211841.0, 0.242, 3.676,
992, -714, -381.0, 2021604.0, 1.077, -0.357,
-427, 54, 239.0, 411128.0, -0.688, 0.814,
929, -405, -324.0, 1368009.0, 0.847, -0.412,
106, 771, 66.0, 566457.0, -0.087, -7.187,
-289, -709, -350.0, 98081.0, -1.768, -0.685,
-732, 827, 355.0, 1723369.0, -0.332, 1.462,
320, -248, -540.0, 752704.0, 1.743, -0.968,
997, -559, -2.0, 320457.0, 0.564, -0.004,
-653, -675, 633.0, 2109021.0, -1.629, 0.595,
198, -716, 22.0, 495232.0, 3.585, 0.031,
-259, 650, 216.0, 646276.0, -0.297, 2.807,
247, -314, -32.0, 130212.0, 1.366, -0.095,
-126, -375, -42.0, 119457.0, -2.86, -0.117,
-897, -853, 555.0, 2718949.0, -1.395, 0.444,
-678, 795, 909.0, 3097233.0, -0.712, 1.884,
-922, -195, 566.0, 2125433.0, -0.896, 0.685,
867, -49, -635.0, 2204581.0, 0.885, -0.828,
-86, -797, 87.0, 665137.0, -9.375, 0.108,
-106, -844, -55.0, 689016.0, -7.897, -0.066,
-163, -20, 403.0, 263156.0, -1.635, 1.512,
358, -661, -338.0, 920937.0, 2.263, -0.417,
533, -892, -734.0, 2360552.0, 2.278, -0.605,
219, 986, 771.0, 296800.0, -1.007, -3.495,
431, -363, -226.0, 521393.0, 1.259, -0.417,
-467, -418, 541.0, 1185312.0, -1.613, 0.718,
-565, 346, 272.0, 734436.0, -0.452, 1.065,
573, -657, -239.0, 979437.0, 1.437, -0.29,
-424, -435, 560.0, 1138985.0, -1.772, 0.746,
141, 798, 665.0, 261744.0, -1.016, -4.644,
-28, 901, 513.0, 869257.0, -0.56, 32.738,
-332, 155, 735.0, 1000105.0, -1.273, 1.74,
661, 76, -623.0, 1652988.0, 0.915, -1.03,
259, 200, -321.0, 372556.0, 0.792, -1.564,
176, 503, -909.0, 892945.0, 1.256, -4.114,
938, 947, -151.0, 1463361.0, 0.14, -1.15,
419, -761, -151.0, 832197.0, 1.997, -0.18,
91, -678, 785.0, 173944.0, 6.017, 1.434,
74, 483, 340.0, 132649.0, -0.803, -5.724,
24, 116, -436.0, 55312.0, 2.483, -7.316,
374, -764, -658.0, 1568064.0, 2.695, -0.653,
150, 467, 166.0, 118489.0, -0.409, -2.704,
847, 528, -652.0, 2487760.0, 0.619, -1.243,
-973, 67, 363.0, 1417285.0, -0.577, 0.646,
948, -964, -864.0, 4205584.0, 1.59, -0.573,
254, 442, -634.0, 839508.0, 0.934, -2.674,
714, 877, -308.0, 1648777.0, 0.285, -1.513,
-12, 372, 741.0, 173952.0, -1.878, 32.878,
-87, 259, 658.0, 296065.0, -1.639, 4.616,
-709, -540, 697.0, 2268292.0, -1.443, 0.681,
-481, 440, 904.0, 1932896.0, -0.988, 1.903,
683, -63, -470.0, 1288009.0, 0.877, -0.785,
-9, 727, -759.0, 501205.0, 1.058, 79.72,
-243, 618, 265.0, 639504.0, -0.374, 2.917,
48, 593, -856.0, 516001.0, 1.306, -13.66,
-412, 935, 496.0, 1691633.0, -0.444, 2.713,
357, -881, -67.0, 871837.0, 2.542, -0.074,
-425, 721, 754.0, 1801641.0, -0.731, 2.427,
242, -933, 356.0, 525881.0, 3.426, 0.429,
-305, 997, 279.0, 1334389.0, -0.259, 3.528,
-161, -486, 74.0, 283852.0, -3.164, 0.145,
939, 468, -961.0, 3828540.0, 0.793, -1.291,
-260, 682, -392.0, 57444.0, 0.851, 1.772,
767, -791, -747.0, 2917477.0, 1.629, -0.598,
472, 690, 134.0, 223108.0, -0.231, -1.231,
-531, -791, 952.0, 2647729.0, -2.277, 0.787,
70, 638, -965.0, 677244.0, 1.321, -10.435,
-223, -939, -764.0, 200233.0, -3.109, -1.102,
858, 797, 152.0, 113545.0, -0.268, -0.661,
-455, -10, 996.0, 1812820.0, -1.491, 1.469,
478, -681, -687.0, 1777305.0, 2.107, -0.682,
92, -989, -752.0, 1254857.0, 11.463, -0.713,
-22, 395, -913.0, 75681.0, 2.725, 15.23,
-73, -642, 422.0, 535388.0, -9.409, 0.614,
991, -635, -624.0, 2876761.0, 1.176, -0.535,
-842, 203, 790.0, 2701929.0, -0.856, 1.097,
583, -315, -197.0, 558629.0, 0.911, -0.371,
236, -994, 48.0, 942724.0, 4.163, 0.049,
638, 536, -472.0, 1491840.0, 0.537, -1.377,
-380, 438, -22.0, 158404.0, 0.053, 1.1,
-405, -783, 157.0, 867429.0, -2.116, 0.183,
-473, 368, 816.0, 1679296.0, -0.981, 1.759,
-103, 762, -843.0, 233328.0, 1.354, 6.044,
-758, 846, -82.0, 467092.0, 0.107, 1.009,
958, -313, -671.0, 2669241.0, 1.016, -0.689,
-222, -644, 506.0, 864064.0, -3.544, 0.643,
785, 470, -117.0, 588280.0, 0.189, -0.788,
31, 795, 39.0, 627189.0, -0.049, -25.596,
757, -592, -902.0, 3081720.0, 1.551, -0.768,
-582, -367, 711.0, 1789897.0, -1.465, 0.834,
889, -817, 29.0, 564365.0, 0.882, 0.037,
-872, -814, 514.0, 2455428.0, -1.365, 0.432,
-161, 915, -383.0, 590573.0, 0.455, 5.228,
-884, -379, 917.0, 3386153.0, -1.255, 0.826,
-403, -424, 870.0, 1582216.0, -2.087, 1.035,
-168, 62, 712.0, 482308.0, -1.882, 2.251,
418, -312, 44.0, 23776.0, 0.558, 0.189,
-564, 421, -67.0, 26089.0, 0.23, 0.516,
-792, 435, 906.0, 3059433.0, -0.83, 1.379,
853, 468, -665.0, 2488004.0, 0.65, -1.199,
596, -366, -203.0, 617908.0, 0.967, -0.352,
74, 62, -785.0, 236204.0, 2.865, -3.703,
640, -494, -60.0, 397636.0, 0.879, -0.107,
416, 885, 404.0, 110969.0, -0.663, -1.464,
312, -741, -893.0, 1663545.0, 3.254, -0.879,
-778, -744, -153.0, 77400.0, -0.657, -0.299,
-230, 338, 383.0, 466604.0, -0.75, 2.22,
-18, -364, -385.0, 104776.0, -19.103, -1.12,
-980, -491, 53.0, 448841.0, -0.592, 0.091,
149, 978, -255.0, 1108464.0, 0.251, -6.815,
982, -601, -298.0, 1531745.0, 0.936, -0.324,
41, -254, -546.0, 154060.0, 7.884, -1.689,
817, -211, -306.0, 1044529.0, 0.755, -0.496,
232, 250, -19.0, 80132.0, 0.071, -1.149,
-8, 535, 932.0, 316049.0, -1.699, 68.574,
-756, 69, 219.0, 667017.0, -0.495, 0.586,
625, 778, -303.0, 1362784.0, 0.312, -1.556,
920, 917, -671.0, 3310169.0, 0.49, -1.487,
100, -827, 906.0, 321529.0, 6.97, 1.3,
145, -159, -600.0, 373281.0, 2.655, -1.559,
-458, -539, 866.0, 1877033.0, -2.084, 0.907,
43, -695, -277.0, 530669.0, 16.552, -0.389,
143, -209, -885.0, 549901.0, 3.324, -1.862,
321, -188, -110.0, 176584.0, 0.947, -0.362,
218, -35, -796.0, 695337.0, 1.993, -1.832,
409, 401, 40.0, 95361.0, -0.113, -0.868,
505, -766, -265.0, 1122056.0, 1.807, -0.29,
-738, 687, 387.0, 1614393.0, -0.395, 1.326,
247, 541, 185.0, 109901.0, -0.424, -1.766,
-613, -666, 427.0, 1490560.0, -1.539, 0.453,
-137, 106, 978.0, 547180.0, -2.313, 3.087,
540, -23, -940.0, 2030929.0, 1.341, -1.298,
-291, -833, -17.0, 674101.0, -2.842, -0.021,
59, 903, -582.0, 952761.0, 0.619, -15.925,
365, 156, -111.0, 186396.0, 0.378, -0.805,
-228, 934, 882.0, 1676740.0, -0.791, 4.888,
-313, -614, -101.0, 250544.0, -1.78, -0.181,
179, 7, -49.0, 35133.0, 0.504, -0.543,
-943, 69, 331.0, 1253293.0, -0.557, 0.63,
-58, 874, 378.0, 851572.0, -0.421, 15.49,
878, 584, 34.0, 221648.0, -0.064, -0.601,
135, 338, -131.0, 184984.0, 0.341, -2.845,
-833, -990, -180.0, 380340.0, -0.964, -0.224,
-398, -818, 812.0, 1961828.0, -2.787, 0.732,
460, 584, -216.0, 738496.0, 0.299, -1.569,
128, 198, -901.0, 500516.0, 1.99, -3.537,
-311, -884, 659.0, 1601252.0, -3.456, 0.613,
150, 321, -51.0, 133641.0, 0.149, -2.289,
201, 212, -858.0, 734776.0, 1.605, -2.66,
-866, 526, 537.0, 2136844.0, -0.54, 1.148,
-46, 326, 35.0, 112716.0, -0.106, 7.193,
-884, 855, 602.0, 2859697.0, -0.473, 1.44,
-917, 854, 318.0, 1895740.0, -0.285, 1.216,
695, -877, -487.0, 2122989.0, 1.679, -0.417,
-27, 832, 657.0, 763180.0, -0.77, 31.585,
-521, -435, 326.0, 868609.0, -1.312, 0.477,
30, -760, -46.0, 583120.0, 25.394, -0.06,
-707, -472, 709.0, 2227836.0, -1.389, 0.722,
-378, 805, -37.0, 592081.0, 0.047, 2.083,
-303, -344, 840.0, 1136416.0, -2.327, 1.191,
-108, -122, 28.0, 26980.0, -1.325, 0.196,
-198, -238, 33.0, 82780.0, -1.328, 0.126,
-416, 468, 523.0, 1089296.0, -0.692, 1.817,
-577, 202, 292.0, 714740.0, -0.558, 0.908,
-926, 358, 661.0, 2576508.0, -0.673, 1.06,
-244, -441, 629.0, 808385.0, -2.746, 0.939,
-794, 352, 941.0, 3112520.0, -0.889, 1.333,
-12, -223, 984.0, 96961.0, -22.266, 3.683,
-28, -419, -466.0, 123369.0, -13.754, -1.21,
818, -73, -121.0, 401241.0, 0.432, -0.343,
184, 235, -747.0, 605017.0, 1.475, -2.752,
62, 367, -138.0, 168913.0, 0.355, -6.274,
-766, 292, 622.0, 1991072.0, -0.73, 1.112,
546, -792, -886.0, 2562288.0, 2.191, -0.741,
-965, -487, -5.0, 217869.0, -0.494, -0.01,
-651, -305, 866.0, 2348089.0, -1.411, 0.943,
-144, 481, -117.0, 163969.0, 0.264, 3.076,
577, 329, -674.0, 1663833.0, 0.833, -1.403,
-793, -612, 940.0, 3356224.0, -1.541, 0.769,
821, -115, -268.0, 893337.0, 0.646, -0.506,
-291, 686, -377.0, 31768.0, 0.872, 1.485,
-140, -885, -161.0, 693065.0, -6.134, -0.187,
-946, 408, 869.0, 3454760.0, -0.767, 1.198,
105, 54, -43.0, 20976.0, 0.433, -0.947,
171, -327, -515.0, 459189.0, 2.938, -1.025,
991, 893, -92.0, 1162137.0, 0.093, -0.994,
167, -859, 470.0, 423921.0, 4.521, 0.622,
991, 331, -932.0, 3804009.0, 0.817, -1.151,
35, -888, 798.0, 676824.0, 24.438, 0.933,
-578, -124, 64.0, 163344.0, -0.457, 0.242,
-479, -445, 959.0, 2035469.0, -1.954, 1.025,
347, 529, 25.0, 245141.0, -0.049, -1.476,
280, -367, -826.0, 1059809.0, 2.494, -1.183,
804, -827, -841.0, 3388585.0, 1.659, -0.63,
256, -710, -633.0, 1152292.0, 3.483, -0.71,
-444, -600, 292.0, 878592.0, -1.731, 0.38,
-635, -709, -180.0, 45481.0, -0.726, -0.39,
337, -832, 335.0, 240644.0, 1.962, 0.507,
411, -390, -76.0, 277044.0, 1.115, -0.166,
203, -164, -985.0, 826716.0, 2.643, -1.836,
120, 651, -933.0, 871641.0, 1.178, -6.603,
-147, -985, 870.0, 1481785.0, -7.491, 0.79,
525, 130, -262.0, 567100.0, 0.593, -0.841,
286, 938, -283.0, 1203596.0, 0.278, -3.558,
691, -21, -430.0, 1188961.0, 0.804, -0.774,
-542, 171, 627.0, 1388577.0, -0.929, 1.245,
-588, 598, 692.0, 1985188.0, -0.69, 1.707,
-970, 895, 731.0, 3637305.0, -0.522, 1.444,
864, 641, -736.0, 2954497.0, 0.624, -1.366,
240, -181, -183.0, 208441.0, 1.328, -0.574,
-38, 512, 660.0, 362464.0, -1.185, 14.659,
71, -983, 124.0, 931073.0, 13.718, 0.127,
660, 949, 159.0, 480841.0, -0.194, -1.244,
-424, 698, -181.0, 180228.0, 0.322, 1.324,
